Keyword,Frequency
뿌듯했네요 귀한,1
뿌듯했네요 귀한 생화,1
뿌듯했습니다,1
뿌듯했습니다 자주자주,1
뿌듯했습니다 자주자주 들르겠습니다,1
뿌듯했어요 맛있는,1
뿌듯했어요 맛있는 케이크,1
뿌듯했어요 사장,1
뿌듯했어요 사장 바닐라,1
뿌려서,1
뿌려서 먹고,1
뿌려서 먹고 있다가,1
뿌려져,1
뿌려져 있어서,1
뿌려져 있어서 맛있지만,1
뿌리,1
뿌리 먹다,1
뿌리 먹다 보니,1
뿌시러 갈게요,1
뿌시러 갈게요 사장,1
뿌시러 갑니다용,1
뿌시러 매주,1
뿌시러 매주 오는데,1
뿐거,1
뿐거 있죠,1
뿐거 있죠 공릉,1
뿐더러,1
뿐더러 하겠습니다,1
뿐이었는데,1
뿐이었는데 직원,1
뿐이었는데 직원 이나,1
뿐이예요,1
뿐이예요 사장,1
뿐이예요 사장 너무,1
뿜뿜 카페,1
뿜뿜 카페 아인,1
뿜뿜합니,1
뿜뿜합니 집중,1
뿜뿜합니 집중 하기에,1
삐질까봐,1
삐질까봐 포크,1
삐질까봐 포크 빨고있어요,1
삐칠,1
삐칠 했는데,1
삐칠 했는데 덕분,1
사가 니까,1
사가 니까 가기,1
사가 서도,1
사가 서도 방문,1
사가는데 신선하고,1
사가는데 신선하고 좋아요,1
사가는데 아직,1
사가는데 아직 남아있어서,1
사가면 맛있다고,1
사가면 맛있다고 좋아합니다,1
사가면 아침,1
사가면 아침 마다,1
사가서,1
사가서 만에,1
사가서 만에 먹고,1
사가지고 와서,1
사가지고 와서 부림,1
사가지고 왔어요,1
사가지고 왔어요 커피,1
사가지고 으로,1
사갈 겁니다,1
사갈 예정,1
사갈 예정 ㅋㅎ,1
사갈 있었어요,1
사갈 있었어요 ㅎㅎ,1
사갈 정도,1
사갈 정도 였어요,1
사갈게요,1
사갑니다,1
사갑니다 친구,1
사갑니다 친구 동네,1
사갔는데,1
사갔는데 맛있다고,1
사갔는데 맛있다고 했어요,1
사갔더니,1
사갔더니 내려갈,1
사갔더니 내려갈 마다,1
사갔어요,1
사갔었고,1
사갔었고 번째,1
사갔었고 번째 구매,1
사게,1
사게 되네요,1
사게 되네요 특히,1
사고 ㅋㅋㅋ,1
사고 ㅋㅋㅋ 맛있,1
사고 갑니다,1
사고 갑니다 감사해요,1
사고 나와서,1
사고 나와서 걸으면서,1
사고 드립,1
사고 드립 마시는데요,1
사고 있어요,1
사고 있어요 ㅎㅎ,1
사고 커피 는데,1
사고 커피 마셨는데,1
사고싶은,1
사고싶은 케잌,1
사고싶은 케잌 샀어요,1
사과 과육,1
사과 과육 너무,1
사과 드림,1
사과 드림 진짜,1
사과 서비스,1
사과 서비스 함께,1
사과 신선하고,1
사과 신선하고 그릭,1
사과 씹히는게,1
사과 씹히는게 너무,1
사과 아폴로,1
사과 아폴로 감사해요,1
사과 약과,1
사과 약과 까지,1
사과 조합,1
사과 조합 이라,1
사과 주셔서,1
사과 주셔서 맛있게,1
사과 주셨는데,1
사과 주셨는데 오늘,1
사과 주시,1
사과 주시 디저트,1
사과 초콜릿,1
사과 초콜릿 감동,1
사과 특색,1
사과 특색 있어,1
사는 동네,1
사는 동네 였더라면,1
사는 사람,1
사는 사람 축복,1
사는 재미,1
사는 재미 있어요,1
사는 친구,1
사는 친구 추천,1
사는데 맛있지만,1
사는데 맛있지만 무화과,1
사는데 부러,1
사는데 부러 찾아오는,1
사다 냉동,1
사다 냉동 얼렸다가,1
사다 달라,1
사다 달라 부탁,1
사다 먹고,1
사다 먹고 한답니다,1
사당,1
사당 친절하시구,1
사당 친절하시구 커피,1
사라져서 아쉬워,1
사라져서 아쉬워 하고,1
사라져서 아쉬웠고,1
사라져서 아쉬웠고 조금,1
사라져서 아쉽지만,1
사라져서 아쉽지만 그래도,1
사라졌네요,1
사라졌어요,1
사라졌어요 항상,1
사라졌어요 항상 자리,1
사람 가는,1
사람 가는 카페,1
사람 같은,1
사람 같은 느꼈습니다,1
사람 같이,1
사람 같이 가서,1
사람 너무 많긴한데,1
사람 너무 많아서,1
사람 되게,1
사람 되게 많네여,1
사람 때문,1
사람 때문 앉을,1
사람 마구마구,1
사람 마구마구 데려가고싶은,1
사람 마나,1
사람 마나 얘기,1
사람 만족하면서,1
사람 만족하면서 먹었습니다,1
사람 많고 고가,1
사람 많고 붐비는,1
사람 많고 자리,1
사람 많고 친절해요,1
사람 많구요,1
사람 많구요 포장,1
사람 많네,1
사람 많네 요원,1
사람 많네요 ㅎㅎ,1
사람 많네요 커피,1
사람 많아 기다렸다,1
사람 많아 자리,1
사람 많아서 발길,1
사람 많아서 번째,1
사람 많아서 블랙,1
사람 많아서 사진,1
사람 많아서 시끌시끌해요,1
사람 많아서 왔는데,1
사람 많아서 자리,1
사람 많아서 케이크,1
사람 많았습니다,1
사람 많았습니다 예쁜,1
사람 많았지만,1
사람 많았지만 커피,1
사람 많은 시간대,1
사람 많은 이유,1
사람 많은 정도,1
사람 많은 주말,1
사람 많은 카페,1
사람 많은데 너무,1
사람 많은데 소음,1
사람 많은데 이유,1
사람 많은데 좋게,1
사람 많은데 친절하고,1
사람 많은데도,1
사람 많은데도 응대,1
사람 많을것,1
사람 많을것 같은,1
사람 많음 좌석,1
사람 많음 직원,1
사람 많음 카공,1
사람 많이,1
사람 많이 오시,1
사람 많지만 나쁘지,1
사람 많지만 좌석,1
사람 맛있는,1
사람 맛있는 커피,1
사람 명도,1
사람 명도 진짜,1
사람 모르는게,1
사람 모르는게 아쉬워요,1
사람 모르는데,1
사람 모르는데 여기,1
사람 바보,1
사람 바보 안해,1
사람 반려견,1
사람 반려견 둘다,1
사람 보는,1
사람 보는 재미,1
사람 비율,1
사람 비율 따라,1
사람 사먹을듯,1
사람 아는,1
사람 아는 이에요,1
사람 엄청 많아요,1
사람 엄청 많았어요,1
사람 없었던것,1
사람 없었던것 같아요,1
사람 없을꺼예요,1
사람 에게도,1
사람 에게도 알려주는,1
사람 오는데,1
사람 오는데 챙겨주시고,1
사람 으로,1
사람 으로 만들어,1
사람 으로서,1
사람 으로서 서울,1
사람 이렇게,1
사람 이렇게 행복해,1
사람 인데 메뉴,1
사람 인데 베이,1
사람 있고,1
사람 있고 여러가지,1
사람 있는데,1
사람 있는데 공간,1
사람 있다,1
사람 있어,1
사람 있어 놀랐다,1
사람 있어도,1
사람 있어도 한번,1
사람 자리,1
사람 자리 꽉찼어요,1
사람 적당히,1
사람 적당히 있어서,1
사람 지나다니는거,1
사람 지나다니는거 구경,1
사람 진짜,1
사람 진짜 너무,1
사람 찾을것,1
사람 찾을것 같은,1
사람 축복,1
사람 축복 받은것,1
사람 친구,1
사람 친구 함께,1
사람 포장,1
사람 포장 가시던데,1
사람 하나,1
사람 하나 가격,1
사람 항상,1
사람 항상 많아요,1
사람 회전,1
사람 회전 나쁘지,1
사람과,1
사람과 친목,1
사람과 친목 으로,1
사람인,1
사람인 처럼,1
사람인 처럼 쳐다보면,1
사랑 라떼,1
사랑 라떼 레드,1
사랑 입니다,1
사랑 자체,1
사랑 자체 였습니다,1
사랑 하는 반려견,1
사랑 하는 사람,1
사랑 하는 행복했습니다,1
사랑 하던,1
사랑 하던 디저트,1
사랑 하지,1
사랑 하지 않을,1
사랑 합니다 스콘,1
사랑 했던,1
사랑 했던 바이,1
사랑스러운,1
사랑스러운 이에요,1
사랑스러운 이에요 게다가,1
사랑스런,1
사랑스런 눈빛,1
사랑스런 눈빛 으로,1
사러 가겠습니다,1
사러 가겠습니다 주인,1
사러 가는,1
사러 가는 길이,1
사러 갈께요,1
사러 갈께요 번창,1
사러 갔지만,1
사러 갔지만 이제,1
사러 다시,1
사러 다시 방문,1
사러 돌아갔습니다,1
사러 돌아갔습니다 ㅋㅋ,1
사러 들어갔다가,1
사러 들어갔다가 기분,1
사러 방문,1
사러 방문 했습니다,1
사러 베이,1
사러 베이 킹덕,1
사러 올게,1
사러 왔는데,1
사러 왔는데 친절하게,1
사러 왔습니다,1
사러 왔어요 매장,1
사러 왔어요 먹는거지만,1
사러 왔어요 하루,1
사러 정도,1
사러 정도 방문,1
사러 좋아하실지,1
사러 좋아하실지 몰라,1
사러와,1
사러와 써용,1
사러와 써용 ㅋㅋ,1
사려다가,1
사려다가 개는,1
사려다가 개는 종이,1
사로잡,1
사로잡 어려운데,1
사로잡 어려운데 여긴,1
사로잡는,1
사로잡는 부드럽고,1
사로잡는 부드럽고 촉촉한,1
사로잡았기,1
사로잡았기 때문,1
사로잡았기 때문 이다,1
사르르 녹고,1
사르르 녹고 적당히,1
사르르 녹아요,1
사르르 녹아요 공릉동,1
사르륵,1
사르륵 녹아,1
사르륵 녹아 버려요,1
사먹게,1
사먹게 같습니다,1
사먹게 같습니다 직원,1
사먹고 너무,1
사먹고 너무 맛있어서,1
사먹고 맛있어서,1
사먹고 맛있어서 가족,1
사먹고 싶어요,1
사먹고 싶을,1
사먹고 싶을 정도,1
사먹고 있어요,1
사먹고 진짜,1
사먹고 진짜 맛있어서,1
사먹고싶은,1
사먹는,1
사먹는 입니다,1
사먹는 입니다 커피,1
사먹는거,1
사먹는거 같아요,1
사먹는거 같아요 커피,1
사먹는데,1
사먹는데 누텔라,1
사먹는데 누텔라 강추,1
사먹다가,1
사먹다가 디저트,1
사먹다가 디저트 시켰는데,1
사먹어 봤는데요,1
사먹어 봤는데요 결론,1
사먹어 처음,1
사먹어 처음 인데,1
사먹어야겠어요,1
사먹어야겠어요 밀크,1
사먹어야겠어요 밀크 해서,1
사먹어요 낭시,1
사먹어요 낭시 에도,1
사먹어요 이번,1
사먹어요 이번 에는,1
사먹었는데 여전히,1
사먹었는데 여전히 맛있습니다,1
사먹었는데 였네요,1
사먹었는데 였네요 ㅎㅎ,1
사먹으러 가고싶은,1
사먹으러 가고싶은 여요,1
사먹으러 갈게요,1
사먹으러 갔어요,1
사먹으려,1
사먹으려 이제,1
사먹으려 이제 3일,1
사먹을 같습니다,1
사먹을 같습니다 맛있다고,1
사먹을 같아요,1
사먹을께요,1
사먹을듯,1
사면 드는게,1
사면 드는게 껴있기,1
사면 좋을것,1
사면 좋을것 같아요,1
사무실,1
사무실 작은,1
사무실 작은 기념품,1
사보기,1
사보기 하고,1
사보기 하고 엄마,1
사보네요,1
사보네요 커피,1
사보네요 커피 취향,1
사보는,1
사보는 기대기대,1
사보는데,1
사보는데 맛있겠죠,1
사보는데 맛있겠죠 ㅎㅎ,1
사볼게요,1
사볼게요 ㅎㅎ,1
사봅니다,1
사봤네요,1
사봤네요 굿굿,1
사봤는데 과자류,1
사봤는데 과자류 맛있네요,1
사봤는데 맛있어요,1
사봤는데 버터,1
사봤는데 버터 많이,1
사봤는데 사진,1
사봤는데 사진 남겼어요,1
사봤는데 에그타르트,1
사봤는데 에그타르트 스콘,1
사색 잠겨도,1
사색 잠겨도 좋을것,1
사색 즐기려고,1
사색 즐기려고 찾은,1
사색 하고싶을,1
사색 하고싶을 오는,1
사서 가요 항상,1
사서 가요 해피,1
사서 갈까,1
사서 갈까 지금,1
사서 갑니다,1
사서 갑니다 넘나,1
사서 라떼 테이크,1
사서 라떼 한잔,1
사서 마시는데,1
사서 마시는데 매장,1
사서 만들어,1
사서 만들어 먹고있습니다,1
사서 먹어 보고,1
사서 먹어 봤는데,1
사서 먹었는데도,1
사서 먹었는데도 맛있었습니다,1
사서 먹을,1
사서 먹을 정도,1
사서 선물,1
사서 선물 하면,1
사서 쟁겨놓,1
사서 쟁겨놓 먹는,1
사서 쟁여두,1
사서 쟁여두 커피,1
사시 분들,1
사시 분들 부럽습니다,1
사시 이면,1
사시 이면 자주,1
사시 출근,1
사시 출근 텀블러,1
사실 가격,1
사실 가격 저렴하진,1
사실 그릭,1
사실 그릭 산도,1
사실 다른,1
사실 다른 맛있지만,1
사실 딸기,1
사실 딸기 프레지,1
사실 바나나,1
사실 바나나 푸딩,1
사실 인별,1
사실 인별 라떼아트,1
사실 존맛,1
사실 존맛 이에요,1
사실 집은,1
사실 집은 버터,1
사실 커피,1
사실 커피 디저트,1
사실 텀블러,1
사실 텀블러 본체,1
사실려면,1
사실려면 칸텐,1
사실려면 칸텐 강추,1
사악,1
사악 하지만,1
사악 하지만 그릭,1
사악하네요,1
사악하네요 일회용,1
사악하네요 일회용 수저,1
사악해요,1
사악해요 크기,1
사악해요 크기 작아요,1
사야,1
사야 되는,1
사야지,1
사야지 했는데,1
사야지 했는데 주섬주섬,1
사오 라고 하세요,1
사오 라고 하시는,1
사오 라고 해서,1
사오는 이에요 아몬드,1
사오는 이에요 진짜,1
사오는데요,1
사오는데요 잠봉뵈르,1
사오는데요 잠봉뵈르 발견,1
사오셨다고,1
사오셨다고 하셨는데,1
사오셨다고 하셨는데 정말,1
사와서 먹고,1
사와서 먹고 너무,1
사와서 있는,1
사와서 있는 올리브오일,1
사왔냐고,1
사왔냐고 물어봤던,1
사왔냐고 물어봤던 기억,1
사왔는데 다음주,1
사왔는데 다음주 가야겠어요,1
사왔는데 둘다,1
사왔는데 둘다 너무,1
사왔는데 모두,1
사왔는데 모두 맛있네요,1
사왔답니당,1
사왔답니당 너무,1
사왔답니당 너무 특히,1
사왔어요 마감,1
사왔어요 마감 시간,1
사왔어요 카라멜,1
사왔어요 카라멜 이라,1
사왔어요 토요일,1
사왔어요 토요일 브런치,1
사왔오요,1
사왔오요 언제나,1
사왔오요 언제나 맛있는,1
사용 배전,1
사용 배전 높지,1
사용 빨대,1
사용 빨대 양하,1
사용 에는,1
사용 에는 지장,1
사용 케이크,1
사용 케이크 주문,1
사용 하기,1
사용 하기 위해,1
사용 하는 예뻐요,1
사용 하는 재료,1
사용 하는 텀블러,1
사용 하도록,1
사용 하도록 자연,1
사용 하시고,1
사용 하시고 너무,1
사용 하시는지,1
사용 하시는지 음악,1
사용 하지,1
사용 하지 않으려고,1
사용 해서 완전,1
사용 해요,1
사용 했어요,1
사용 했어요 ㅎㅎㅎㅎㅎ,1
사워도 많이,1
사워도 많이 만들어주세요,1
사워도 바게트,1
사워도 바게트 인생,1
사은,1
사은 품도,1
사은 품도 받아,1
사이 벌써,1
사이 벌써 이나,1
사이 새로운,1
사이 새로운 제품,1
사이 실내,1
사이 실내 정원,1
사이 테이블,1
사이 테이블 다른,1
사이렌 오더,1
사이렌 오더 선물,1
사이렌 오더로,1
사이렌 오더로 회원,1
사이즈 4300원,1
사이즈 4300원 으로,1
사이즈 가성,1
사이즈 가성 좋은,1
사이즈 마셔야,1
사이즈 마셔야 커피,1
사이즈 마시니,1
사이즈 마시니 기분,1
사이즈 미니,1
사이즈 보다,1
사이즈 보다 작은,1
사이즈 아주,1
사이즈 아주 들어요,1
사이즈 여서,1
사이즈 여서 얼음,1
사이즈 있어,1
사이즈 있어 좋아요,1
사이즈 있어서,1
사이즈 있어서 좋네요,1
사이즈 작은게,1
사이즈 작은게 아쉽지만,1
사이즈 작지맠,1
사이즈 작지맠 과일,1
사이즈 좋아여,1
사이즈 좋아여 아이스,1
사이즈 커서 만족스럽습니다,1
사이즈 커서 신기했고,1
사장 2023,1
사장 2023 새해,1
사장 23년,1
사장 23년 하계휘드,1
사장 hip,1
사장 hip 시프,1
사장 감동,1
사장 감동 입니다,1
사장 감사합니다 많이,1
사장 감사합니다 커피,1
사장 감사해요 새해,1
사장 강아지,1
사장 강아지 사진,1
사장 같다고,1
사장 같다고 하더라구요,1
사장 건강,1
사장 건강 챙기셨으면,1
사장 계셔서,1
사장 계셔서 너무,1
사장 계신,1
사장 계신 이기도,1
사장 계절,1
사장 계절 웰컴,1
사장 고민,1
사장 고민 느껴지는,1
사장 공릉동,1
사장 공릉동 오시다니,1
사장 굉장히 친절하고,1
사장 굉장히 친절하세요,1
사장 기분 좋아지구요,1
사장 기분 좋은데,1
사장 기억,1
사장 기억 해주셔서,1
사장 까지 으로,1
사장 까지 친절하세요,1
사장 깨끗한,1
사장 깨끗한 분위기,1
사장 께서 너무,1
사장 께서 라떼,1
사장 께서 레몬,1
사장 께서 맛보기,1
사장 께서 메뉴,1
사장 께서 서비스,1
사장 께서 아시,1
사장 께서 아침,1
사장 께서 어떤,1
사장 께서 운영,1
사장 께서 웃으시며,1
사장 께서 원두,1
사장 께서 직접,1
사장 께서 친절하게,1
사장 께서 친절하세요,1
사장 께서 친절하시고,1
사장 께서 친절히,1
사장 께서 혹시,1
사장 나무,1
사장 나무 친절하시고,1
사장 내공,1
사장 내공 장난,1
사장 내외 분들,1
사장 내외 에게,1
사장 내이,1
사장 내이 친절하고,1
사장 너무 멋있어요,1
사장 너무 밝고,1
사장 너무 예쁘시구,1
사장 너무 유쾌하시고,1
사장 너무 인기,1
사장 너무 재밌으셔서,1
사장 너무 친절,1
사장 너무 친절하게,1
사장 너무 친절하니까,1
사장 너무 친절하셨습니다,1
사장 너무 친절하셨어요,1
사장 너무 친절하시,1
사장 너무 친절하시구여,1
사장 너무 친절하시다,1
사장 너무 친절하신거,1
사장 너무 친절합니다,1
사장 너무나,1
사장 너무나 친절하세,1
사장 넘나,1
사장 넘나 친절하셔요,1
사장 놀으라고,1
사장 놀으라고 카메라,1
사장 느껴져서,1
사장 느껴져서 좋앗어요,1
사장 단골,1
사장 단골 이라고,1
사장 대박나세요,1
사장 대처,1
사장 대처 기분,1
사장 덕분 더더,1
사장 덕분 따뜻함이,1
사장 덕분 좋아질것,1
사장 덕분 특별한,1
사장 돌아,1
사장 돌아 다니지,1
사장 디저트,1
사장 디저트 만드시는,1
사장 라떼,1
사장 라떼 도너츠,1
사장 레시피,1
사장 레시피 초코,1
사장 마음 감동,1
사장 마음 이쁜,1
